Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes,Breach_Duration_Days
C7B400A1,2025-07-13,2025-07-25,2025,Insider Threat,Cloud Misconfiguration,CVE-2021-44228 (Log4j),AI-Based Monitoring,Internal Network,Critical,Employee Terminated,Nigeria,Australia,Finance,Financial Records,Automated synthetic breach entry for research dataset.,12
D0D7A0BF,2020-12-01,2020-12-07,2020,Ransomware,Email Phishing,SQL Injection Flaw,SIEM Alerts,Database,High,Malware Removal,India,Nigeria,Banking,Credentials,Automated synthetic breach entry for research dataset.,6
C35D6860,2017-02-13,2017-02-18,2017,Phishing,Compromised Vendor,SQL Injection Flaw,Firewall Logs,Email System,Low,Malware Removal,Germany,France,Manufacturing,Basic Metadata,Automated synthetic breach entry for research dataset.,5
677F2FE0,2021-06-17,2021-06-25,2021,Cloud Misconfiguration,Compromised Vendor,Privilege Escalation Bug,Unusual Activity Detection,Payment Server,High,Traffic Filtering,Brazil,Nigeria,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.,8
5A9DCD31,2020-06-16,2020-06-25,2020,Phishing,USB Infection,CVE-2021-44228 (Log4j),Unusual Activity Detection,Payment Server,Medium,Traffic Filtering,Netherlands,Brazil,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,9
9A5528A8,2021-12-31,2022-01-07,2021,Phishing,Cloud Misconfiguration,Weak Password Policy,SIEM Alerts,Payment Server,Low,Malware Removal,Italy,India,Retail,Minimal Logs,Automated synthetic breach entry for research dataset.,7
5CAF615A,2016-09-12,2016-09-18,2016,Ransomware,Malicious Link,Weak Password Policy,Manual Review,Web Server,Critical,Patch Applied,Australia,Iran,Government,Sensitive PII,Automated synthetic breach entry for research dataset.,6
E1035DB4,2021-03-28,2021-04-02,2021,Zero-Day Exploit,USB Infection,SQL Injection Flaw,Firewall Logs,Internal Network,High,Traffic Filtering,China,India,Education,User Tokens,Automated synthetic breach entry for research dataset.,5
5F0124E7,2023-08-07,2023-08-25,2023,Cloud Misconfiguration,Email Phishing,Misconfigured S3 Bucket,SIEM Alerts,Database,High,Malware Removal,Spain,UK,Energy,Credentials,Automated synthetic breach entry for research dataset.,18
ED4B81D1,2022-09-17,2022-09-27,2022,Cloud Misconfiguration,Cloud Misconfiguration,Weak Password Policy,SIEM Alerts,Payment Server,High,System Isolation,Pakistan,South Korea,Telecom,User Tokens,Automated synthetic breach entry for research dataset.,10
57819693,2017-06-19,2017-06-23,2017,Zero-Day Exploit,Web Exploit,Unsecured API,Firewall Logs,Web Server,Medium,Employee Terminated,Canada,Australia,Telecom,Emails,Automated synthetic breach entry for research dataset.,4
2E469A9A,2019-05-02,2019-05-08,2019,Ransomware,Drive-by Download,Unpatched VPN,Firewall Logs,Endpoint Devices,Critical,Patch Applied,France,Australia,Energy,Sensitive PII,Automated synthetic breach entry for research dataset.,6
5B7BED96,2016-01-06,2016-01-11,2016,Phishing,Cloud Misconfiguration,Privilege Escalation Bug,Manual Review,Internal Network,Low,Patch Applied,Australia,Germany,Energy,Minimal Logs,Automated synthetic breach entry for research dataset.,5
85CF08E0,2024-05-17,2024-06-04,2024,Ransomware,Email Phishing,SQL Injection Flaw,AI-Based Monitoring,IoT Devices,Critical,Key Rotation,UK,Iran,Education,Financial Records,Automated synthetic breach entry for research dataset.,18
3E84680F,2016-01-22,2016-01-24,2016,Phishing,Malicious Link,Outdated Firewall,Firewall Logs,Payment Server,Medium,Zero-Day Patch,India,Australia,Retail,Emails,Automated synthetic breach entry for research dataset.,2
C7BDC177,2020-07-18,2020-07-26,2020,Phishing,Email Phishing,Misconfigured S3 Bucket,Unusual Activity Detection,Database,Low,Firewall Updated,Brazil,Japan,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,8
0AD53F36,2016-08-02,2016-08-09,2016,Phishing,USB Infection,Unsecured API,Firewall Logs,Database,Medium,Backups Restored,Netherlands,China,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,7
3F882742,2023-06-02,2023-06-11,2023,Cloud Misconfiguration,USB Infection,Zero-Day Vulnerability,AI-Based Monitoring,Database,High,Malware Removal,China,Germany,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,9
5829322C,2019-01-20,2019-01-27,2019,Zero-Day Exploit,USB Infection,CVE-2021-44228 (Log4j),Firewall Logs,Endpoint Devices,High,Traffic Filtering,Canada,Spain,Telecom,User Tokens,Automated synthetic breach entry for research dataset.,7
668E5843,2023-08-04,2023-08-19,2023,Phishing,Drive-by Download,Outdated Firewall,Threat Intelligence Feed,Payment Server,Low,Zero-Day Patch,Iran,UAE,Government,Minimal Logs,Automated synthetic breach entry for research dataset.,15
603CC5E5,2018-01-30,2018-02-06,2018,Cloud Misconfiguration,Social Engineering,Unsecured API,Manual Review,Payment Server,High,System Isolation,Canada,UAE,Banking,Credentials,Automated synthetic breach entry for research dataset.,7
8F19AC9E,2024-04-17,2024-04-27,2024,Ransomware,Cloud Misconfiguration,SQL Injection Flaw,SIEM Alerts,Database,Critical,MFA Implemented,Italy,Spain,Transportation,Sensitive PII,Automated synthetic breach entry for research dataset.,10
744C604C,2022-07-01,2022-07-04,2022,Cloud Misconfiguration,Drive-by Download,CVE-2021-44228 (Log4j),SIEM Alerts,IoT Devices,Medium,Patch Applied,India,India,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,3
7FBEC5E0,2018-09-25,2018-09-28,2018,Zero-Day Exploit,Social Engineering,Privilege Escalation Bug,Firewall Logs,IoT Devices,High,Traffic Filtering,China,Australia,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,3
47BC2DBB,2022-03-28,2022-04-01,2022,Phishing,Drive-by Download,Zero-Day Vulnerability,Unusual Activity Detection,Endpoint Devices,Low,Traffic Filtering,USA,Nigeria,Manufacturing,Basic Metadata,Automated synthetic breach entry for research dataset.,4
3E4216FE,2020-05-31,2020-06-09,2020,Cloud Misconfiguration,Remote Desktop (RDP),Unpatched VPN,SIEM Alerts,Web Server,High,Zero-Day Patch,Pakistan,Nigeria,Finance,User Tokens,Automated synthetic breach entry for research dataset.,9
509C1C95,2023-05-10,2023-05-29,2023,Ransomware,Compromised Vendor,Privilege Escalation Bug,SIEM Alerts,Web Server,Critical,Traffic Filtering,Netherlands,Iran,Banking,Sensitive PII,Automated synthetic breach entry for research dataset.,19
0C1D70D6,2025-09-23,2025-10-04,2025,Cloud Misconfiguration,Malicious Link,Misconfigured S3 Bucket,AI-Based Monitoring,Database,Medium,Firewall Updated,Nigeria,Brazil,Telecom,Internal Documents,Automated synthetic breach entry for research dataset.,11
B70191BB,2021-07-07,2021-07-17,2021,Ransomware,Drive-by Download,Unsecured API,Unusual Activity Detection,Cloud Storage,Critical,Malware Removal,USA,USA,Healthcare,Full Database Dump,Automated synthetic breach entry for research dataset.,10
780CD7DC,2018-02-02,2018-02-06,2018,Phishing,Email Phishing,Privilege Escalation Bug,Manual Review,Cloud Storage,Low,Employee Terminated,Japan,Japan,Finance,Minimal Logs,Automated synthetic breach entry for research dataset.,4
00B6D930,2022-09-25,2022-10-01,2022,Ransomware,USB Infection,Unpatched VPN,SIEM Alerts,Payment Server,Critical,Backups Restored,Netherlands,Netherlands,Finance,Sensitive PII,Automated synthetic breach entry for research dataset.,6
AD2CF8C7,2018-08-20,2018-08-28,2018,Cloud Misconfiguration,Web Exploit,Weak Password Policy,Firewall Logs,Database,High,Malware Removal,India,Nigeria,Education,Credentials,Automated synthetic breach entry for research dataset.,8
3953AA05,2015-10-18,2015-10-26,2015,Zero-Day Exploit,Social Engineering,SQL Injection Flaw,Manual Review,Cloud Storage,High,Zero-Day Patch,Nigeria,Nigeria,Education,Credentials,Automated synthetic breach entry for research dataset.,8
83E06F8F,2025-04-10,2025-04-20,2025,Ransomware,Email Phishing,SQL Injection Flaw,SIEM Alerts,Payment Server,High,Backups Restored,France,Iran,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,10
EFD1B0B5,2022-03-16,2022-03-27,2022,Zero-Day Exploit,Drive-by Download,Outdated Firewall,SIEM Alerts,Payment Server,High,Traffic Filtering,Canada,Nigeria,Transportation,Credentials,Automated synthetic breach entry for research dataset.,11
751420EF,2018-06-16,2018-06-17,2018,Phishing,Web Exploit,CVE-2021-44228 (Log4j),Manual Review,Web Server,Low,Traffic Filtering,Italy,France,Government,Minimal Logs,Automated synthetic breach entry for research dataset.,1
1F93BC8A,2024-01-30,2024-02-06,2024,Ransomware,Cloud Misconfiguration,Weak Password Policy,SIEM Alerts,Cloud Storage,Critical,Backups Restored,Iran,Nigeria,Finance,Sensitive PII,Automated synthetic breach entry for research dataset.,7
59D6763D,2020-03-26,2020-04-05,2020,Cloud Misconfiguration,Web Exploit,Unsecured API,SIEM Alerts,Email System,High,Employee Terminated,Australia,Japan,Transportation,Credentials,Automated synthetic breach entry for research dataset.,10
32EAFC65,2015-02-20,2015-02-24,2015,Zero-Day Exploit,Email Phishing,SQL Injection Flaw,Firewall Logs,Cloud Storage,Medium,Key Rotation,India,USA,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,4
EFBC68F8,2019-07-23,2019-07-24,2019,Insider Threat,USB Infection,Zero-Day Vulnerability,Firewall Logs,Email System,Critical,System Isolation,Germany,Canada,Manufacturing,Sensitive PII,Automated synthetic breach entry for research dataset.,1
F210E6BC,2018-03-12,2018-03-13,2018,Zero-Day Exploit,Cloud Misconfiguration,Zero-Day Vulnerability,Firewall Logs,Internal Network,High,System Isolation,Australia,France,Finance,Credentials,Automated synthetic breach entry for research dataset.,1
418475E9,2015-01-01,2015-01-09,2015,Phishing,Compromised Vendor,Unsecured API,Firewall Logs,Internal Network,Medium,Malware Removal,Nigeria,South Korea,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,8
A99824C2,2021-04-10,2021-04-21,2021,Zero-Day Exploit,Social Engineering,Misconfigured S3 Bucket,Unusual Activity Detection,Web Server,Medium,Patch Applied,Canada,Spain,Retail,Emails,Automated synthetic breach entry for research dataset.,11
8779A4EE,2023-01-28,2023-02-07,2023,Ransomware,Compromised Vendor,Unpatched VPN,SIEM Alerts,Web Server,Critical,Key Rotation,UK,Russia,Healthcare,Financial Records,Automated synthetic breach entry for research dataset.,10
3E2FAAFA,2023-04-25,2023-05-12,2023,Ransomware,USB Infection,Unpatched VPN,AI-Based Monitoring,Email System,Critical,MFA Implemented,Pakistan,India,Healthcare,Sensitive PII,Automated synthetic breach entry for research dataset.,17
2E4E29C1,2017-08-22,2017-08-29,2017,Web Exploit,USB Infection,Unpatched VPN,Firewall Logs,Email System,Low,System Isolation,South Korea,Netherlands,Banking,Basic Metadata,Automated synthetic breach entry for research dataset.,7
3A1E0062,2016-01-15,2016-01-17,2016,Phishing,Remote Desktop (RDP),Misconfigured S3 Bucket,Firewall Logs,IoT Devices,Low,MFA Implemented,China,UAE,Transportation,Basic Metadata,Automated synthetic breach entry for research dataset.,2
DBBFF0D0,2021-10-29,2021-11-06,2021,Ransomware,Email Phishing,Unsecured API,Firewall Logs,Internal Network,Critical,Malware Removal,Canada,Canada,Healthcare,Financial Records,Automated synthetic breach entry for research dataset.,8
10FB7C6F,2024-07-26,2024-08-09,2024,Ransomware,Web Exploit,CVE-2021-44228 (Log4j),Threat Intelligence Feed,Email System,Critical,Employee Terminated,Spain,Iran,Healthcare,Sensitive PII,Automated synthetic breach entry for research dataset.,14
6AFF9D05,2023-02-24,2023-03-16,2023,Cloud Misconfiguration,Web Exploit,CVE-2021-44228 (Log4j),SIEM Alerts,IoT Devices,Medium,Traffic Filtering,Spain,China,Government,Emails,Automated synthetic breach entry for research dataset.,20
B2E1F42A,2021-08-31,2021-09-05,2021,Cloud Misconfiguration,Drive-by Download,Unpatched VPN,Firewall Logs,Endpoint Devices,High,Employee Terminated,Brazil,Canada,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,5
008B34CE,2025-11-01,2025-11-16,2025,Cloud Misconfiguration,Email Phishing,Unpatched VPN,AI-Based Monitoring,Internal Network,High,MFA Implemented,Pakistan,UAE,Banking,User Tokens,Automated synthetic breach entry for research dataset.,15
28B5E10D,2016-06-20,2016-06-21,2016,Phishing,Malicious Link,CVE-2021-44228 (Log4j),Firewall Logs,Endpoint Devices,Low,Zero-Day Patch,Japan,China,Government,Minimal Logs,Automated synthetic breach entry for research dataset.,1
D2783386,2024-10-23,2024-11-12,2024,Zero-Day Exploit,Cloud Misconfiguration,CVE-2021-44228 (Log4j),Threat Intelligence Feed,Database,Medium,System Isolation,USA,Russia,Telecom,Emails,Automated synthetic breach entry for research dataset.,20
BF041FF9,2016-03-17,2016-03-25,2016,Phishing,USB Infection,Unsecured API,Firewall Logs,IoT Devices,Medium,Traffic Filtering,Netherlands,Italy,Energy,Emails,Automated synthetic breach entry for research dataset.,8
CE737A9B,2021-02-03,2021-02-09,2021,Zero-Day Exploit,Drive-by Download,Privilege Escalation Bug,Firewall Logs,Database,High,Zero-Day Patch,Australia,UK,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,6
4F9B05B8,2024-10-08,2024-10-27,2024,Zero-Day Exploit,Email Phishing,Privilege Escalation Bug,Threat Intelligence Feed,Payment Server,Medium,System Isolation,Canada,Iran,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,19
2D752F91,2025-10-17,2025-11-01,2025,Zero-Day Exploit,Malicious Link,Misconfigured S3 Bucket,SIEM Alerts,Endpoint Devices,Medium,Key Rotation,Canada,UK,Government,Internal Documents,Automated synthetic breach entry for research dataset.,15
341A6361,2020-04-26,2020-05-05,2020,Zero-Day Exploit,USB Infection,Privilege Escalation Bug,Firewall Logs,Cloud Storage,High,MFA Implemented,Spain,Japan,Education,Transaction Logs,Automated synthetic breach entry for research dataset.,9
06676853,2021-04-13,2021-04-23,2021,Zero-Day Exploit,Compromised Vendor,Weak Password Policy,Unusual Activity Detection,Email System,High,Key Rotation,Canada,India,Energy,User Tokens,Automated synthetic breach entry for research dataset.,10
33FA46FE,2021-05-27,2021-06-04,2021,Ransomware,USB Infection,Unpatched VPN,Unusual Activity Detection,Web Server,Critical,Traffic Filtering,UAE,Italy,Education,Sensitive PII,Automated synthetic breach entry for research dataset.,8
64A10738,2021-11-30,2021-12-05,2021,Cloud Misconfiguration,Email Phishing,SQL Injection Flaw,Firewall Logs,IoT Devices,High,Firewall Updated,Netherlands,Spain,Healthcare,Credentials,Automated synthetic breach entry for research dataset.,5
B8C8AAFD,2018-11-11,2018-11-19,2018,Phishing,Cloud Misconfiguration,Unsecured API,Firewall Logs,IoT Devices,Low,Zero-Day Patch,Japan,USA,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,8
9598388C,2025-02-15,2025-02-28,2025,Zero-Day Exploit,Drive-by Download,Zero-Day Vulnerability,Threat Intelligence Feed,Payment Server,High,Key Rotation,Russia,Netherlands,Transportation,User Tokens,Automated synthetic breach entry for research dataset.,13
540FE2F4,2016-12-10,2016-12-13,2016,Phishing,Compromised Vendor,SQL Injection Flaw,Manual Review,Payment Server,Medium,Firewall Updated,Pakistan,UAE,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,3
5BE94CC6,2016-01-16,2016-01-19,2016,Insider Threat,Email Phishing,Outdated Firewall,Firewall Logs,Internal Network,High,Traffic Filtering,Russia,South Korea,Transportation,Credentials,Automated synthetic breach entry for research dataset.,3
ADB9E34D,2024-07-12,2024-08-01,2024,Cloud Misconfiguration,Remote Desktop (RDP),Unsecured API,AI-Based Monitoring,Payment Server,High,Traffic Filtering,Nigeria,Russia,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,20
03541089,2015-01-20,2015-01-25,2015,Zero-Day Exploit,Compromised Vendor,Misconfigured S3 Bucket,Firewall Logs,Cloud Storage,Medium,Zero-Day Patch,Russia,France,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,5
906AE2AE,2022-12-10,2022-12-17,2022,Cloud Misconfiguration,Email Phishing,Outdated Firewall,SIEM Alerts,Email System,High,MFA Implemented,UK,Italy,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,7
3EC0AD26,2020-01-24,2020-01-30,2020,Ransomware,USB Infection,Outdated Firewall,Unusual Activity Detection,Email System,Critical,Firewall Updated,Pakistan,China,Tech,Full Database Dump,Automated synthetic breach entry for research dataset.,6
64D41DF5,2025-03-13,2025-03-24,2025,Zero-Day Exploit,Compromised Vendor,Weak Password Policy,AI-Based Monitoring,Cloud Storage,High,Backups Restored,Pakistan,France,Finance,Credentials,Automated synthetic breach entry for research dataset.,11
4832DE31,2023-09-19,2023-10-05,2023,Ransomware,Social Engineering,SQL Injection Flaw,Threat Intelligence Feed,IoT Devices,Critical,Patch Applied,Nigeria,Nigeria,Tech,Full Database Dump,Automated synthetic breach entry for research dataset.,16
